publication_date,compound,headline,neg,neu,pos,label
2016-08-01 16:11:04,0.0,NBC Olympics selects Microsoft Azure to provide live and on-demand streaming for its production of the 2016 Olympic Games in Rio,0.0,1.0,0.0,0
2016-08-01 20:04:13,0.0,"TREASURIES-Yields rise on Microsoft bond offering, profit-taking",0.0,1.0,0.0,0
2016-08-04 16:55:00,-0.6597,"LinkedIn's Quarterly Loss Worsens, Though Revenue Grows",0.519,0.481,0.0,-1
2016-08-04 16:55:00,-0.6597,"LinkedIn's Quarterly Loss Worsens, Though Revenue Grows--2nd Update",0.474,0.526,0.0,-1
2016-08-04 16:55:00,-0.6597,"LinkedIn''s Quarterly Loss Worsens, Though Revenue Grows",0.519,0.481,0.0,-1
2016-08-04 16:55:00,0.0,Rackspace Hosting Nears Sale to Private-Equity Firm,0.0,1.0,0.0,0
2016-08-04 18:58:00,-0.6597,"LinkedIn's Quarterly Loss Worsens, Though Revenue Grows -- 3rd Update",0.403,0.597,0.0,-1
2016-08-04 20:02:03,0.0,Microsoft Offers GPU-Accelerated Virtual Machines in Azure,0.0,1.0,0.0,0
2016-08-05 02:48:00,0.0,Rackspace Nears Sale to Equity Firm -- WSJ,0.0,1.0,0.0,0
2016-08-05 03:05:00,0.0,Apple Announces 'Bug Bounty' Program,0.0,1.0,0.0,0
2016-08-05 06:39:00,0.0,Wall Street Guarded On Jobs Friday,0.0,1.0,0.0,0
2016-08-05 20:48:07,-0.34,Apple and Microsoft unholster new gun emojis,0.286,0.714,0.0,-1
2016-08-08 10:38:04,0.0,"Microsoft India inaugurates conference on machine learning, AI",0.0,1.0,0.0,0
2016-08-08 19:05:00,0.4404,"Rackspace, Amid Takeover Report, Posts Jump in Profit",0.0,0.707,0.293,1
2016-08-08 19:28:09,0.0,Microsoft Recognizes Cisco’s Impact. Shouldn’t You?,0.0,1.0,0.0,0
2016-08-09 13:00:00,0.0,MyScript® Launches Nebo Notetaking App,0.0,1.0,0.0,0
2016-08-09 13:20:13,0.2732,Ciber Named to 2016 Microsoft Dynamics President's Club,0.0,0.769,0.231,1
2016-08-09 19:40:01,0.0,Microsoft Patch Tuesday – August 2016,0.0,1.0,0.0,0
2016-08-10 13:41:12,0.3182,Brocade vADC Solution Now Available on the Microsoft Azure Marketplace,0.0,0.796,0.204,1
2016-08-11 08:38:04,0.0,Microsoft names Rajamani as India Research Lab MD,0.0,1.0,0.0,0
2016-08-12 01:01:18,0.0,Microsoft buys interactive game streaming startup,0.0,1.0,0.0,0
2016-08-12 13:03:00,0.0,MARKET SNAPSHOT: Stocks Slip Off Records As A Drop In Miners Offsets Energy Rally,0.138,0.724,0.138,0
2016-08-12 15:49:50,0.0,"Dow Movers: MSFT, XOM",0.0,1.0,0.0,0
2016-08-12 15:52:51,0.0,3 Reasons to Buy IBM Stock,0.0,1.0,0.0,0
2016-08-12 18:05:00,0.4939,Forty U.S. Companies Sign on to EU Data Protection Agreement,0.0,0.738,0.262,1
2016-08-12 19:52:04,0.6705,These 2 Publicly Traded Companies Have Better Credit Ratings Than the U.S. Government,0.0,0.645,0.355,1
2016-08-12 20:19:50,0.0,"Videogame Stock Roundup: Pokemon Go Earns $200M, Microsoft Buys a Live Streaming Start Up",0.0,1.0,0.0,0
2016-08-12 21:05:24,0.4576,"After Hours Most Active for Aug 12, 2016 :  AMRN, BAC, FTR, TEVA, EXC, QQQ, VER, SDRL, AVP, SYMC, MSFT, MYL",0.0,0.864,0.136,1
2016-08-12 21:22:55,-0.128,Is This Aging Blue Chip A Bargain Or A Trap? (DBD),0.207,0.631,0.162,-1
2016-08-12 21:34:57,0.296,"Microsoft CEO Satya Nadella Offloads Shares, Nets $8.3 M",0.0,0.761,0.239,1
2016-08-13 00:35:01,-0.2023,This Windows 10 Rival Looks Like a Failure,0.306,0.463,0.231,-1
2016-08-13 04:34:01,0.0,VR News: 6 Things to Know About Minecraft on Oculus Rift,0.0,1.0,0.0,0
2016-08-13 04:34:32,0.0,Alibaba Group Holding Ltd – Why BABA Stock Has 20% More Upside,0.0,1.0,0.0,0
2016-08-13 05:33:52,0.4754,Are Retail Earnings Really Improving?,0.0,0.564,0.436,1
2016-08-15 00:15:00,0.0,Workday Inks Seven-Year Deal to Use IBM Cloud Services,0.0,1.0,0.0,0
2016-08-15 02:33:44,0.6369,Robert Olstein's Best Performing Investments Include eBay,0.0,0.588,0.412,1
2016-08-15 02:48:00,0.0,Workday in Deal to Use IBM's Cloud Services -- WSJ,0.0,1.0,0.0,0
2016-08-15 12:05:00,0.2023,"EU Looks to Level Regulatory Playing Field With Apps, Telecoms",0.0,0.833,0.167,1
2016-08-15 12:55:26,0.3818,Microsoft Market Value Reaches $450 Billion,0.0,0.526,0.474,1
2016-08-15 13:05:22,0.3818,Cisco Named a Market Leader in Gartner’s Unified Communications Quadrant,0.0,0.755,0.245,1
2016-08-15 13:09:00,0.0,"3M, Microsoft And These Three Stocks Led The Dow To An All-Time High",0.0,1.0,0.0,0
2016-08-15 13:11:13,0.0,"Technology Sector Update for 08/15/2016: RMGN, MSFT, AAPL, IBM, CSCO, GOOG, GOOGL",0.0,1.0,0.0,0
2016-08-15 13:14:00,0.4767,"Consumer Discretionary, Technology Are This Week's Sector Winners",0.0,0.693,0.307,1
2016-08-15 13:21:04,0.0,"Microsoft Corporation (MSFT) Ex-Dividend Date Scheduled for August 16, 2016",0.0,1.0,0.0,0
2016-08-15 13:47:00,0.4404,Now Is a Good Time to Buy Microsoft,0.0,0.674,0.326,1
2016-08-15 14:04:00,-0.5859,'No Man's Sky' Desperately Needs A 'Homeworld' System Above All Else,0.375,0.625,0.0,-1
2016-08-15 14:28:22,0.0,Nokia phones are primed for a comeback,0.0,1.0,0.0,0
2016-08-15 14:37:39,0.1779,EU plans to extend some telecom rules to web-based providers,0.0,0.841,0.159,1
2016-08-15 15:04:35,0.0,Where Does Symantec Stand in the Global Software Space?,0.0,1.0,0.0,0
2016-08-15 15:04:43,0.0,Will Cisco’s Data Center Revenue Rise in Fiscal 4Q16?,0.0,1.0,0.0,0
2016-08-15 16:21:57,0.0,BUZZ-Nasdaq 100 finally enters record high club,0.0,1.0,0.0,0
2016-08-15 16:35:37,0.0,"Noteworthy ETF Inflows: IVW, MSFT, MO, ORCL",0.0,1.0,0.0,0
2016-08-15 16:49:00,-0.1531,"Ciena CEO Smith on Serving The Cloud, The Component Craze, and Getting Over 'The Cycle'",0.103,0.897,0.0,-1
2016-08-15 17:33:15,0.4019,Stocks Higher As Chinese Stocks Give A Boost; Microsoft Hits Record High,0.0,0.787,0.213,1
2016-08-15 18:15:00,0.0,ValueAct Bets on Morgan Stanley,0.0,1.0,0.0,0
2016-08-15 18:15:00,0.0,ValueAct Takes Stake in Morgan Stanley,0.0,1.0,0.0,0
2016-08-15 18:34:48,0.0,TechCoast conference aims to bring Jacksonville tech community together,0.0,1.0,0.0,0
2016-08-15 19:00:00,-0.5267,Microsoft Warns Windows 10 Update Has A Serious Problem,0.519,0.481,0.0,-1
2016-08-15 19:35:12,-0.7579,The Worst Mistake Apple Inc. Investors Can Make Right Now,0.448,0.552,0.0,-1
2016-08-15 19:37:14,0.0,"3 Stocks to Watch Monday: Alphabet Inc (GOOGL), Microsoft Corporation (MSFT) and Sysco Corporation (SYY)",0.0,1.0,0.0,0
2016-08-15 19:58:00,0.0,Pisani: Nasdaq closes gap quickly with big names,0.0,1.0,0.0,0
2016-08-15 20:05:28,0.1779,"How Amazon, Microsoft Can Unlock Small-Business Market For SaaS",0.0,0.825,0.175,1
2016-08-15 20:28:59,0.3612,"Cisco Systems Stock Deserves Rerating Like Microsoft, Says Barclays",0.0,0.762,0.238,1
2016-08-15 20:33:28,0.0,"When Microsoft needs a tech 'miracle,' this is the team that answers the call",0.0,1.0,0.0,0
2016-08-15 23:34:22,0.3818,MSFT Stock: Can Microsoft Corporation Clear Its Murky Outlook?,0.0,0.755,0.245,1
2016-08-16 00:57:43,0.0,[$$] ValueAct takes $1bn stake in Morgan Stanley,0.0,1.0,0.0,0
2016-08-16 01:43:00,0.0258,Does It Matter What Hedge Funds Are Buying And Selling?,0.0,0.891,0.109,0
2016-08-16 04:05:01,0.0772,[$$] Google launches Duo to challenge Apple's FaceTime,0.0,0.843,0.157,0
2016-08-16 11:38:15,0.0,"Knock, knock! Google Duo video call is here",0.0,1.0,0.0,0
2016-08-16 13:11:19,0.0,"Technology Sector Update for 08/16/2016: SPNS, ATHM, MSFT, AAPL, IBM, CSCO, GOOGL",0.0,1.0,0.0,0
2016-08-16 14:09:40,0.0,Atlassian A Buy At Summit Redstone On Highly Differentiated Software Model,0.0,1.0,0.0,0
2016-08-16 14:25:00,0.0,Intel Shows Off 'Project Alloy' Virtual-Reality Headset,0.0,1.0,0.0,0
2016-08-16 15:35:14,0.0,"Dow Movers: MSFT, HD",0.0,1.0,0.0,0
2016-08-16 15:40:41,0.0,Symantec (SYMC) Touches 52-Week High: Should You Hold?,0.0,1.0,0.0,0
2016-08-16 16:30:28,0.0,Microsoft slams Apple with a new Surface Pro commercial,0.0,1.0,0.0,0
2016-08-16 16:35:55,0.0,"SPY, HEWU: Big ETF Inflows",0.0,1.0,0.0,0
2016-08-16 16:54:16,0.3818,These 3 Dividend Growth ETFs Deserve Your Attention,0.0,0.698,0.302,1
2016-08-16 17:02:50,0.4201,The next generation of Windows computers will be a lot more like the Xbox,0.0,0.811,0.189,1
2016-08-16 17:09:59,-0.296,Intel Cuts the Cord With New VR Headset Called Project Alloy,0.18,0.82,0.0,-1
2016-08-16 17:30:14,0.0,Puts see possible pullback in Microsoft,0.0,1.0,0.0,0
2016-08-16 17:45:11,0.0,Former Microsoft exec: What Seattle should learn from Silicon Valley,0.0,1.0,0.0,0
2016-08-16 17:46:45,0.0,Windows 10 is getting a holographic upgrade in 2017,0.0,1.0,0.0,0
2016-08-16 17:47:21,-0.2732,The Reveal Of Salesforce's Big Bid For LinkedIn Makes This Analyst Nervous,0.16,0.84,0.0,-1
2016-08-16 17:49:34,0.4404,Apple Invests in China -- Hope Is a Strategy When it Comes With Money,0.0,0.805,0.195,1
2016-08-16 18:32:00,0.0,"Intel (INTC) Announces New VR Headset, Partnership with Microsoft",0.0,1.0,0.0,0
2016-08-16 18:34:00,-0.4588,Franklin beating the S&P,0.5,0.5,0.0,-1
2016-08-16 18:49:53,0.0,[$$] Intel Shows Off 'Project Alloy' Virtual-Reality Headset,0.0,1.0,0.0,0
2016-08-16 19:52:51,0.0,The Big 6 and Their Future Bets Part 3: IBM and Microsoft,0.0,1.0,0.0,0
2016-08-16 20:21:39,0.34,[$$] Mexico tries to reassure tourists after mass kidnapping at resort,0.0,0.806,0.194,1
2016-08-16 20:23:16,0.0,"Intel Rivals Facebook, Google, HTC With 'Merged Reality' Headset",0.0,1.0,0.0,0
2016-08-16 20:24:34,0.1779,"Tom Gayner Buys Microsoft, Amazon",0.0,0.702,0.298,1
2016-08-16 20:26:12,0.4404,"Stocks Fall, Oil Rises; Dick's Sporting Goods A Bright Spot",0.0,0.734,0.266,1
2016-08-16 20:31:26,0.6705,Will Salesforce.com Buying Spree Slow Profit Margin Growth?,0.0,0.522,0.478,1
2016-08-16 20:32:04,0.0,"Tech Roundup: GOOGL Internet, FB vs. Ad-Blockers, Acquisitions",0.0,1.0,0.0,0
2016-08-16 21:08:30,0.4576,"After Hours Most Active for Aug 16, 2016 :  HBAN, HAL, GE, MSFT, VZ, XIV, FTR, AUO, AAPL, QQQ, ORCL, BAC",0.0,0.864,0.136,1
2016-08-16 21:37:47,0.6249,"Atlassian, Rare Profitable IPO, Taking Enterprise Software Share: Summit",0.0,0.579,0.421,1
2016-08-16 22:33:01,0.0,Google Duo Set for Video Calling Market,0.0,1.0,0.0,0
2016-08-16 23:09:00,0.0,Intel Makes a VR Bet; Microsoft Adds to its AR Bet; Ford Steps Up Its Self-Driving Efforts,0.0,1.0,0.0,0
2016-08-16 23:22:50,-0.296,U.S. Market Indexes Lower on Tuesday,0.306,0.694,0.0,-1
2016-08-17 00:32:38,0.0,What's on the Menu at Intel's (INTC) 2016 Developer Forum?,0.0,1.0,0.0,0
2016-08-17 01:55:11,0.0,"'It's going to change everything:' This technology could impact all Seattle businesses, upend financial industry",0.0,1.0,0.0,0
2016-08-17 03:47:04,0.2023,AP Top Extended Financial Headlines at 11:46 p.m. EDT,0.0,0.816,0.184,1
2016-08-17 03:47:47,0.2023,AP Top Extended Financial Headlines at 11:47 p.m. EDT,0.0,0.816,0.184,1
2016-08-17 05:21:00,0.4767,How Artificial intelligence is becoming ubiquitous,0.0,0.617,0.383,1
2016-08-17 07:54:48,0.0,"Cisco Systems to lay off about 14,000 employees - CRN",0.0,1.0,0.0,0
2016-08-17 09:44:02,0.0,[$$] Intel Shows Off ‘Project Alloy’ Virtual-Reality Headset,0.0,1.0,0.0,0
2016-08-17 12:15:44,0.7096,Microsoft wants to make curing people easier with artificial intelligence,0.0,0.576,0.424,1
2016-08-17 13:00:00,0.25,Microsoft Builds Out Windows Holographic Vision At Intel IDF 2016,0.0,0.818,0.182,1
2016-08-17 13:00:11,0.0,Microsoft president to host fundraiser for Clinton's VP pick Tim Kaine,0.0,1.0,0.0,0
2016-08-17 13:15:46,0.4588,"Apple, Facebook, Alphabet: Billionaires Have Spoken And This Is Their Favorite Tech Stock",0.0,0.8,0.2,1
2016-08-17 13:30:32,0.0,Should You Buy This Tech Company Ahead of its Quarterly Report?,0.0,1.0,0.0,0
2016-08-17 13:35:28,0.4404,5 Companies With Wellness Initiatives That Simone Biles Would Approve Of,0.0,0.756,0.244,1
2016-08-17 13:57:24,0.0,"Cisco to lay off about 14,000 employees - tech new site CRN",0.0,1.0,0.0,0
2016-08-17 14:12:00,0.0,What's Next For Nintendo After Pokemon Go Fades Away,0.0,1.0,0.0,0
2016-08-17 14:29:00,-0.2023,'No Man's Sky's Worst Bug Is Now Actively Devouring My Save Files,0.318,0.404,0.278,-1
2016-08-17 14:35:14,0.0,More Ways Microsoft Is Making Office 365 More Appealing,0.0,1.0,0.0,0
2016-08-17 15:29:30,0.0,Why Microsoft Acquired Beam,0.0,1.0,0.0,0
2016-08-17 15:29:33,0.0,How Would Beam Enhance Microsoft in the Social Space?,0.0,1.0,0.0,0
2016-08-17 15:38:08,0.0,"The Zacks Analyst Blog Highlights: Alphabet, Microsoft, Apple and LinkedIn",0.0,1.0,0.0,0
2016-08-17 15:38:12,0.0,"The Zacks Analyst Blog Highlights: Alphabet, Facebook, Microsoft and Intel",0.0,1.0,0.0,0
2016-08-17 16:36:00,-0.296,What Cisco's Reported Layoff Plans Have in Common With Microsoft and Intel's Job Cuts,0.145,0.855,0.0,-1
2016-08-17 16:37:18,0.5994,Fitbit Stock: Holiday Prospects Look Slim for Fitbit Inc (FIT),0.0,0.62,0.38,1
2016-08-17 16:37:21,0.0,Grab TJX Companies Inc (TJX) Stock While It’s on Sale,0.0,1.0,0.0,0
2016-08-17 16:38:17,0.2944,TWTR Stock Analysis: How Much Is Twitter Inc Really Worth?,0.0,0.804,0.196,1
2016-08-17 16:54:00,0.0,"Even With Custom Matches, 'Destiny' Is Unlikely To Become An eSport",0.0,1.0,0.0,0
2016-08-17 17:14:42,0.0,"Cisco to lay off about 14,000 employees: tech news site CRN",0.0,1.0,0.0,0
2016-08-17 17:20:00,-0.0516,Google's Struggle for Cloud Significance Part 2,0.274,0.476,0.25,0
2016-08-17 17:29:32,0.0,"Cisco to lay off about 14,000 employees - tech news site CRN",0.0,1.0,0.0,0
2016-08-17 18:07:23,0.0,A Look Back At ValueAct's Massive Microsoft Bet,0.0,1.0,0.0,0
2016-08-17 18:36:11,0.0,5 Must-Own Stocks for the Cloud Computing Age,0.0,1.0,0.0,0
2016-08-17 18:36:42,0.4588,Microsoft Corporation (MSFT) Buyout of LinkedIn Starting to Look Even Smarter,0.0,0.769,0.231,1
2016-08-17 18:37:04,0.296,"Tuesday’s Vital Data: Lockheed Martin Corporation (LMT), Microsoft Corporation (MSFT) and Twitter Inc (TWTR)",0.0,0.855,0.145,1
2016-08-17 18:37:06,0.0,Apple Inc. (AAPL) Expected to Release a Third iPad Pro in 2017,0.0,1.0,0.0,0
2016-08-17 19:26:37,0.0,BUZZ-Nasdaq 100: Visit to record highs club short-lived,0.0,1.0,0.0,0
2016-08-17 19:28:00,0.2263,Biz Break: What’s a ‘brand ambassador’ worth in tech?,0.0,0.787,0.213,1
2016-08-17 21:11:01,0.7034,EXCLUSIVE: UW president lays out vision for Global Innovation Exchange,0.0,0.506,0.494,1
2016-08-17 21:17:27,0.2023,Why Microsoft's Foray Into The Marijuana Business Is Important,0.0,0.816,0.184,1
2016-08-17 21:24:26,0.0,"FPA Capital Buys Bank of America, Citigroup",0.0,1.0,0.0,0
2016-08-17 21:29:41,0.0,"Steve Mandel Buys Shire, Axes 6 Positions in 2nd Quarter",0.0,1.0,0.0,0
2016-08-17 21:35:16,-0.6249,"Cisco Systems Confirms Job Cuts; China Weak, Acquisitions To Go On",0.362,0.638,0.0,-1
2016-08-17 21:53:44,-0.5859,5 of 2016’s Ugliest Big-Tech Layoffs,0.487,0.513,0.0,-1
2016-08-17 21:54:33,0.0,"Alphabet Inc (GOOG) Google Duo App Targets FaceTime, Skype",0.0,1.0,0.0,0
2016-08-17 21:57:41,0.2023,How Microsoft Corporation Ranks As a Top Analyst Pick (MSFT),0.0,0.816,0.184,1
2016-08-17 21:58:41,0.0,Target Corporation (TGT) Clubbed on Another Sickly Quarter,0.0,1.0,0.0,0
2016-08-17 22:02:40,0.0,Intel’s Project Alloy: 7 Things to Know About the New VR Headset,0.0,1.0,0.0,0
2016-08-17 22:03:36,0.0,"Symantec Corporation (SYMC) Ex-Dividend Date Scheduled for August 18, 2016",0.0,1.0,0.0,0
2016-08-17 22:43:10,-0.296,Don’t Overlook This Small-Cap Dominating A Niche Market,0.268,0.732,0.0,-1
2016-08-18 18:49:57,0.6369,Microsoft taught a computer to make 'chit chat' — and now 40 million people love it,0.0,0.756,0.244,1
2016-08-18 19:11:01,0.4215,Ingram Micro Earns Title of Microsoft United States OEM Distributor of the Year,0.0,0.811,0.189,1
2016-08-18 20:05:00,0.5106,Can you trust dividends?,0.0,0.476,0.524,1
2016-08-18 20:30:00,-0.6249,Windows 10 Worst Feature To Install On Windows 7 And Windows 8,0.313,0.687,0.0,-1
2016-08-18 21:09:06,0.4576,"After Hours Most Active for Aug 18, 2016 :  HBAN, CSCO, DY, BAC, AMAT, AAPL, YHOO, GE, TWTR, T, GPS, MSFT",0.0,0.864,0.136,1
2016-08-18 21:37:08,0.0,Bing Is Trying to go Boing,0.0,1.0,0.0,0
2016-08-18 22:06:00,0.0,Who is Driving Microsoft's Management Team,0.0,1.0,0.0,0
2016-08-18 23:23:00,-0.5423,Betting On A Down Year For Stocks Is A Bad Bet,0.304,0.696,0.0,-1
2016-08-19 12:25:10,0.296,"The Morning Download: Microsoft Shares PowerShell, Expanding Shift to Open Source",0.0,0.82,0.18,1
2016-08-19 13:00:00,0.0,"'Deus Ex: Mankind Divided' Review (PS4): Harder, Stranger, Faster, Shorter",0.0,1.0,0.0,0
2016-08-19 13:04:30,0.5214,Why Is Microsoft so Focused on the Gaming and PC Markets?,0.0,0.748,0.252,1
2016-08-19 15:42:00,0.0,'Destiny' And Sony: The Strangest Exclusivity Relationship In Gaming,0.0,1.0,0.0,0
2016-08-19 16:45:08,0.296,"Google shares have rocketed 1,499% since the company’s IPO 12 years ago today",0.0,0.845,0.155,1
2016-08-19 16:53:19,0.0516,Here’s why Microsoft’s last big Windows 10 update is causing some webcams to freeze,0.0,0.915,0.085,0
2016-08-19 18:46:04,0.0,P-s-s-st! Here's What Fidelity Has Been Buying And Selling,0.0,1.0,0.0,0
2016-08-19 18:47:56,0.25,LinkedIn: Microsoft Corporation’s Second Chance (MSFT),0.0,0.714,0.286,1
2016-08-19 18:47:59,0.6369,Back to School 2016: The 5 Best Desktop Computers for Students,0.0,0.682,0.318,1
2016-08-19 19:43:42,0.3612,The future of the Xbox will probably be a lot like the iPhone,0.0,0.815,0.185,1
2016-08-19 20:00:11,0.0,From Microsoft to craft beer: Why a Seattle entrepreneur traded tech for beer,0.0,1.0,0.0,0
2016-08-19 20:35:50,0.0,"FCC Dials Up AT&T, Apple, Google To Halt Robocalls",0.0,1.0,0.0,0
2016-08-19 21:09:21,0.4576,"After Hours Most Active for Aug 19, 2016 :  LDOS, NI, PFE, YHOO, CMCSA, QQQ, MSFT, PYPL, IDTI",0.0,0.842,0.158,1
2016-08-19 21:54:30,0.0,Biz Break: AMD finds a new sense of zen with its Zen chipsets,0.0,1.0,0.0,0
2016-08-19 22:46:33,0.0,3 Internet Stocks for Momentum Investors Instead of Baidu,0.0,1.0,0.0,0
2016-08-19 22:47:31,0.0,Revealed: A Stock You Can Own ‘Forever’ (HSY),0.0,1.0,0.0,0
2016-08-19 23:29:00,-0.5106,"Apple Loop: iPhone 7 Preorders Start September 9th, On Sale Late September, New Features Rejected",0.202,0.798,0.0,-1
2016-08-20 04:01:00,0.0,[$$] Facebook Can Climb More Than 20%,0.0,1.0,0.0,0
2016-08-20 09:44:53,0.25,[$$] Freshly Minted HP Inc. Plays the Long Game,0.0,0.8,0.2,1
2016-08-20 14:35:53,0.0,"Salesforce.com Earnings: 'Lowered' Expectations, Deals Raise Questions",0.0,1.0,0.0,0
2016-08-20 22:10:00,-0.4588,Massive Windows 10 Update Causing Serious New Problems,0.4,0.6,0.0,-1
2016-08-21 12:30:00,0.5777,"How Microsoft built a computer so good, even Apple wanted to copy it",0.0,0.746,0.254,1
2016-08-21 12:45:14,0.6369,Back to School 2016: The 5 Best Tablets for Students,0.0,0.656,0.344,1
2016-08-21 12:45:28,0.0,This is How I Invest My Retirement Money,0.0,1.0,0.0,0
2016-08-21 16:33:34,0.0,Curbing Excessive Exuberance May be Premature,0.0,1.0,0.0,0
2016-08-21 23:05:00,0.0,Sony to Sell Updated Model of Standard PlayStation 4,0.0,1.0,0.0,0
2016-08-21 23:33:00,-0.7579,Microsoft's Next Battle In The Smartphone Cloud War,0.52,0.48,0.0,-1
2016-08-22 02:48:00,0.0,HP Prepares Long-Term Wagers -- WSJ,0.0,1.0,0.0,0
2016-08-22 04:50:40,0.4767,NVIDIA's Key Role in Rise of Artificial Intelligence,0.0,0.693,0.307,1
2016-08-22 10:38:09,0.3182,Announcement: Bango and Danal strengthen payments partnership,0.0,0.723,0.277,1
2016-08-22 10:53:14,0.0,EU mergers and takeovers (Aug 22),0.0,1.0,0.0,0
2016-08-22 12:34:12,0.0,Ride Nasdaq's 8-Week Rally with These 4 Tech Stocks,0.0,1.0,0.0,0
2016-08-22 13:01:23,0.4215,The Morning Download: Tech IPO Plans Stir Hopes for Hong Kong,0.0,0.781,0.219,1
