publication_date,compound,headline,neg,neu,pos,label
2016-07-14 01:48:52,0.6249,"JPMorgan Chase earnings boosted by loan, deposit growth",0.0,0.541,0.459,1
2016-07-14 07:35:55,-0.4019,UK must consider pace of deficit reduction - finance minister Hammond,0.231,0.769,0.0,-1
2016-07-14 08:52:36,-0.4019,UK must consider pace of deficit reduction - chancellor Hammond,0.252,0.748,0.0,-1
2016-07-14 10:46:00,0.0,JPMorgan Chase Reports Second Quarter 2016 Financial Results,0.0,1.0,0.0,0
2016-07-14 15:35:13,0.0,JPMorgan's results beat forecasts as trading revenue jumps,0.0,1.0,0.0,0
2016-07-14 20:40:10,0.0,US STOCKS-Wall St sets another record as JPMorgan leads banks higher,0.0,1.0,0.0,0
2016-07-15 13:04:32,-0.3612,Investment banks face 11 pct hit to revenue amid Brexit turmoil - BCG,0.185,0.815,0.0,-1
2016-07-15 14:15:35,0.128,"Wells Fargo earnings slip, but mostly meet expectations",0.0,0.824,0.176,1
2016-07-15 14:35:05,-0.3612,Investment banks face 11 percent hit to revenue amid Brexit turmoil - BCG,0.185,0.815,0.0,-1
2016-07-15 17:11:45,0.4404,"Citigroup's profit falls 17 percent, still beats forecasts",0.0,0.707,0.293,1
2016-07-15 19:48:00,0.4767,JPMorgan Chase is proud to receive a score of 100% on the 2016 Disability Equality Index for the second consecutive year,0.0,0.86,0.14,1
2016-07-15 19:48:00,0.8271,JPMorgan Chase Receives Euromoney’s 2016 “World’s Best Bank for Corporate Social Responsibility” Award,0.0,0.588,0.412,1
2016-07-18 20:08:34,-0.3818,"Bank of America profits fall 20 percent, hurt by low rates",0.335,0.488,0.177,-1
2016-07-19 12:32:08,-0.4019,"Hauling cash, replacing cards, fixing ATMs: the stubborn costs banks can't erase",0.197,0.803,0.0,-1
2016-07-19 20:37:59,-0.0516,GLOBAL MARKETS-Stocks dip on earnings and growth worries; dollar rises,0.209,0.597,0.194,0
2016-07-19 20:46:03,-0.0516,Stocks dip on earnings and growth worries; dollar rises,0.226,0.565,0.21,0
2016-07-20 15:33:02,-0.2732,Wall Street and commodity risk - Morgan Stanley measure slips,0.208,0.792,0.0,-1
2016-07-20 15:46:37,0.2732,"Morgan Stanley hits CEO's bond trading target, surprising analysts",0.0,0.792,0.208,1
2016-07-21 19:25:51,-0.1027,JPMorgan to pay about $200 million to settle Asia hiring probes - WSJ,0.113,0.887,0.0,-1
2016-07-21 20:17:29,-0.1027,JPMorgan to pay about $200 million to settle Asia hiring probes,0.123,0.877,0.0,-1
2016-07-25 13:58:09,0.4588,JPMorgan Chase & Co. and ideas42 Arm Nonprofits with Behavioral Insights To Help Tackle Financial Challenges Facing the Underserved,0.0,0.8,0.2,1
2016-07-25 13:58:09,0.0,The Nature Conservancy Receives the 2016 FT/IFC Transformational Business Awards’ Achievement in Transformational Finance,0.0,1.0,0.0,0
2016-07-25 20:06:00,0.0,J.P. Morgan Named Depositary Bank by LINE Corp.,0.0,1.0,0.0,0
2016-07-27 16:11:14,0.0,Italy's Monte dei Paschi seeks banks for 5 billion euro cash call -source,0.0,1.0,0.0,0
2016-07-29 12:58:02,0.0,JPMorgan Chase Institute Releases Local Consumer Commerce Index of Everyday Spending in 15 U.S. Cities,0.0,1.0,0.0,0
2016-07-29 20:35:37,0.0,U.S. private equities behind UBS-Passera plan for Monte dei Paschi - source,0.0,1.0,0.0,0
2016-08-01 06:00:01,0.5106,Monte dei Paschi's last-ditch rescue plan faces high hurdles,0.0,0.708,0.292,1
2016-08-03 22:01:24,0.0,JPMorgan Chase planned to buy Italy's BMPS: sources,0.0,1.0,0.0,0
2016-08-03 22:49:59,-0.1027,Italian prosecutor proposes Morgan Stanley pay 2.9 billion euros over derivatives,0.123,0.877,0.0,-1
2016-08-04 06:00:00,0.0,"JPMorgan Chase Files Form 10-Q for the Quarter Ended June 30, 2016",0.0,1.0,0.0,0
2016-08-04 12:06:12,-0.2023,Goldman Sachs says Brexit could adversely affect operations,0.205,0.795,0.0,-1
2016-08-05 16:38:56,-0.4215,JPMorgan denies having planned to buy Italy's BMPS,0.286,0.714,0.0,-1
2016-08-05 20:02:01,0.0,Prosecutors ask appeals panel to rehear Bank of America case,0.0,1.0,0.0,0
2016-08-09 04:15:00,0.4215,Stocks Higher Amid Improving Oil Prices,0.0,0.641,0.359,1
2016-08-09 04:15:00,0.0,U.S. Stocks Flat as Oil Slips,0.0,1.0,0.0,0
2016-08-09 04:15:00,0.5423,Stocks Buoyed by Energy Gains,0.0,0.4,0.6,1
2016-08-09 04:15:00,0.0,Stocks Edge Up as Oil Hovers Near 2-Week High,0.0,1.0,0.0,0
2016-08-09 04:15:00,0.0,"Stocks Buoyed by Consumer Staple, Health-Care Sectors",0.0,1.0,0.0,0
2016-08-09 04:15:00,0.0,U.S. Stocks Little Changed as Oil Slips,0.0,1.0,0.0,0
2016-08-09 04:15:00,0.0,Nasdaq Notches Another All-Time High,0.0,1.0,0.0,0
2016-08-09 04:15:00,0.0,U.S. Stocks Flat as Oil Slips a Bit,0.0,1.0,0.0,0
2016-08-09 04:15:00,0.34,Stocks Buoyed by Oil Price Gains,0.0,0.676,0.324,1
2016-08-09 12:20:00,-0.7269,Big Banks Team Up to Fight Cyber Crime,0.504,0.496,0.0,-1
2016-08-10 03:55:00,0.0,Samsung BioLogics Aims to Raise Up to $2.5 Billion From IPO,0.0,1.0,0.0,0
2016-08-10 13:28:57,0.0,"PacWest Bancorp (PACW) Ex-Dividend Date Scheduled for August 11, 2016",0.0,1.0,0.0,0
2016-08-10 13:40:35,0.0,"Macatawa Bank Corporation (MCBC) Ex-Dividend Date Scheduled for August 11, 2016",0.0,1.0,0.0,0
2016-08-10 13:41:23,0.0,"Shore Bancshares Inc (SHBI) Ex-Dividend Date Scheduled for August 11, 2016",0.0,1.0,0.0,0
2016-08-10 13:42:37,0.0,"TCF Financial Corporation (TCB) Ex-Dividend Date Scheduled for August 11, 2016",0.0,1.0,0.0,0
2016-08-10 16:52:39,0.296,"IWD, JNJ, JPM, PFE: ETF Inflow Alert",0.0,0.732,0.268,1
2016-08-10 21:49:41,0.0232,Why Shares Of SunPower Corp. (SPWR) Aren't Shining Too Brightly Today,0.159,0.676,0.165,0
2016-08-11 13:06:13,0.3832,Are JPM’s Valuations Less Attractive Than Bank of America’s?,0.0,0.754,0.246,1
2016-08-11 13:24:52,0.0,"Bankwell Financial Group, Inc. (BWFG) Ex-Dividend Date Scheduled for August 12, 2016",0.0,1.0,0.0,0
2016-08-11 14:14:17,-0.3182,JPMorgan Says Currency Markets Signal Central Banks Lack Clout,0.223,0.777,0.0,-1
2016-08-11 14:25:00,0.0,Chase's Sommers: Branch remains the center of customer re...,0.0,1.0,0.0,0
2016-08-11 15:04:57,0.4404,Why Analysts Think Bank of America Is a Better Bet Than JPMorgan,0.0,0.775,0.225,1
2016-08-11 15:30:45,-0.2263,"Forget what other banks are doing, JPMorgan Chase is building branches",0.16,0.84,0.0,-1
2016-08-11 16:49:18,0.0,"XLF, ALTY: Big ETF Inflows",0.0,1.0,0.0,0
2016-08-11 19:09:00,-0.5719,"Mortgage Rates: No Tantrums Here, Just Cheap Loans",0.439,0.561,0.0,-1
2016-08-11 21:27:00,0.516,VTSMX: Top 3 Mutual Fund Holders of JP Morgan Chase (JPM),0.0,0.649,0.351,1
2016-08-12 01:47:00,-0.5719,Is Wall Street's Depression Keeping You Out Of The Stock Market?,0.27,0.73,0.0,-1
2016-08-12 03:31:56,0.0,JPMorgan to Liquidate Japan Fund After ‘Significant’ Redemptions,0.0,1.0,0.0,0
2016-08-12 04:05:00,-0.296,U.S. Stocks Inch Lower,0.423,0.577,0.0,-1
2016-08-12 04:05:00,-0.296,U.S. Stock Futures Inch Lower,0.355,0.645,0.0,-1
2016-08-12 04:05:00,0.0,U.S. Stocks Slip,0.0,1.0,0.0,0
2016-08-12 04:05:00,0.0,U.S. Stocks Pause After Record Run,0.0,1.0,0.0,0
2016-08-12 13:04:12,0.0,Is Bank of America Cheap Compared to J.P. Morgan?,0.0,1.0,0.0,0
2016-08-12 13:05:12,-0.4767,"JPMorgan Liquidates Japan Fund Following 'Significant' Redemptions, Poor Performance",0.279,0.721,0.0,-1
2016-08-12 13:15:05,0.0,"Itau Unibanco Banco Holding SA (ITUB) Ex-Dividend Date Scheduled for August 15, 2016",0.0,1.0,0.0,0
2016-08-12 13:17:26,0.0772,"Landmark Bancorp Inc. (LARK) Ex-Dividend Date Scheduled for August 15, 2016",0.0,0.885,0.115,0
2016-08-12 15:48:57,0.7783,JPMorgan FX Salesman Wins Dismissal Case in Latest Court Triumph,0.0,0.541,0.459,1
2016-08-12 15:54:34,0.2263,Play 4 Muni Mutual Funds as Bond Demand Outstrips Stocks,0.138,0.642,0.22,1
2016-08-12 19:15:15,-0.34,The C-Suite Speaks: Election Uncertainty,0.375,0.625,0.0,-1
2016-08-12 20:20:20,0.1027,"Bank Stock Roundup: BofA, Wells Fargo in Focus for Lawsuits & Expansion Plans",0.118,0.735,0.147,1
2016-08-12 20:24:30,0.3818,"If History Repeats, This Growth Stock Is Money In The Bank (FEYE)",0.0,0.809,0.191,1
2016-08-13 11:00:00,0.0,Breaking the Mold of Balanced Funds,0.0,1.0,0.0,0
2016-08-14 10:43:23,0.0,"Bahrain Said to Mandate JPMorgan, BNP, StanChart for Bond Sale",0.0,1.0,0.0,0
2016-08-14 13:56:45,0.0,Stay the Course,0.0,1.0,0.0,0
2016-08-15 06:15:00,0.0,Oil Prices at One-Month High on Potential OPEC Action,0.0,1.0,0.0,0
2016-08-15 06:15:00,0.4215,Oil Prices Jump on OPEC Hopes,0.0,0.641,0.359,1
2016-08-15 13:04:08,0.0,How Do Relative Returns of JPM and BAC Compare?,0.0,1.0,0.0,0
2016-08-15 13:21:57,0.0,"Zions Bancorporation (ZION) Ex-Dividend Date Scheduled for August 16, 2016",0.0,1.0,0.0,0
2016-08-15 13:34:27,0.0,"Financial Sector Update for 08/15/2016: KKR, ETFC, USB, JPM, BAC, WFC, C",0.0,1.0,0.0,0
2016-08-15 14:00:19,0.0,MOVES-HSBC names Anthony Glover U.S. retail banking head,0.0,1.0,0.0,0
2016-08-15 15:30:00,0.4215,'Scuse Me While I Kiss the Sky,0.0,0.641,0.359,1
2016-08-15 15:41:00,0.0,Bank Stocks: Beware the Rising Beta,0.0,1.0,0.0,0
2016-08-16 00:26:00,0.0,"JSECX, OINCX, JMGFX: JPMorgan’s 5 Stars Funds by Morningstar",0.0,1.0,0.0,0
2016-08-16 08:45:00,0.0,Citigroup Poaches J.P. Morgan Executive for Technology Role,0.0,1.0,0.0,0
2016-08-16 09:25:00,0.0,Citigroup Taps J.P. Morgan Executive for Technology Role,0.0,1.0,0.0,0
2016-08-16 09:48:31,0.0,Gartside: Central Banks' Framework Increasingly Redundant,0.0,1.0,0.0,0
2016-08-16 09:54:27,-0.2247,"Gartside: BOJ Needs to Be More Aggressive on Rates, QE",0.174,0.826,0.0,-1
2016-08-16 09:55:00,0.0,Industrial Production Rose 0.7% in July,0.0,1.0,0.0,0
2016-08-16 11:59:14,0.6289,MOVES-O'Grady to head new credit team at JP Morgan,0.0,0.577,0.423,1
2016-08-16 12:50:41,0.2023,"Top Analyst Upgrades and Downgrades: Hain Celestial, IBM, JPMorgan, Marathon Oil, Regions Financial, Tableau Software, GrubHub and More",0.0,0.904,0.096,1
2016-08-16 13:03:03,0.0,"MOVES-JP Morgan, Old Mutual Global Investors",0.0,1.0,0.0,0
2016-08-16 13:11:16,0.0,"Financial Sector Update for 08/16/2016: HPT, MS, JPM, BAC, WFC, C, USB",0.0,1.0,0.0,0
2016-08-16 13:21:53,0.0,"Deutsche Bank AG (DTK) Ex-Dividend Date Scheduled for August 17, 2016",0.0,1.0,0.0,0
2016-08-16 13:22:05,0.0,"WSFS Financial Corporation (WSFS) Ex-Dividend Date Scheduled for August 17, 2016",0.0,1.0,0.0,0
2016-08-16 13:22:12,0.0,"First Clover Leaf Financial Corp. (FCLF) Ex-Dividend Date Scheduled for August 17, 2016",0.0,1.0,0.0,0
2016-08-16 13:23:01,0.0,"Heartland Financial USA, Inc. (HTLF) Ex-Dividend Date Scheduled for August 17, 2016",0.0,1.0,0.0,0
2016-08-16 13:23:34,0.0,"Park National Corporation (PRK) Ex-Dividend Date Scheduled for August 17, 2016",0.0,1.0,0.0,0
2016-08-16 13:53:00,0.0,ValueAct takes 2% stake in Morgan Stanley,0.0,1.0,0.0,0
2016-08-16 15:24:02,0.0,MOVES-Citi and JPMorgan shuffle consumer bank tech execs,0.0,1.0,0.0,0
2016-08-16 16:10:00,0.0,Mayo: JPMorgan still the Lebron James of banking,0.0,1.0,0.0,0
2016-08-16 16:29:29,-0.296,Which Sectors to Avoid if Inflation Rises,0.268,0.732,0.0,-1
2016-08-16 19:34:00,-0.2732,Banks lagging. Will they pick up steam?,0.259,0.741,0.0,-1
2016-08-16 19:58:00,0.0,JPMorgan Chase Returns to World Trade Center With State-of-the-Art Branch,0.0,1.0,0.0,0
2016-08-16 20:39:34,0.0,"JPMorgan Chase, Hain Downgraded; IBM Started At Perform",0.0,1.0,0.0,0
2016-08-17 00:36:00,0.516,"UBVAX,JGACX,JIACX,JMCCX: Top JP Morgan Equity Mutual Funds",0.0,0.536,0.464,1
2016-08-17 02:04:55,0.0,JPMorgan Hires Sakagami as Chief Japan Equity Strategist,0.0,1.0,0.0,0
2016-08-17 04:35:00,0.0,South Korea Plans 50-Year Bonds,0.0,1.0,0.0,0
2016-08-17 10:00:00,-0.1027,Chase Pay adds Phillips 66 gas stations,0.189,0.811,0.0,-1
2016-08-17 12:45:00,-0.296,Online Lender Avant Cuts Staff by 30%,0.268,0.732,0.0,-1
2016-08-17 12:45:00,-0.296,Avant Cuts About 30% of Staff Through Buyouts,0.239,0.761,0.0,-1
2016-08-17 12:45:00,-0.296,Online Lender Avant Cuts Staff 30%,0.306,0.694,0.0,-1
2016-08-17 13:05:00,0.296,JPMorgan Chase Signs Phillips 66 to Accept Chase Pay,0.127,0.636,0.236,1
2016-08-17 13:47:00,0.0,Former Health-Care Investment Banker Convicted of Tipping His Father on Deals,0.0,1.0,0.0,0
2016-08-17 13:55:00,0.0,Former Health-Care Banker Convicted of Tipping His Father on Deals,0.0,1.0,0.0,0
2016-08-17 13:55:00,0.0,Former Health-Care Banker Convicted of Tipping Father on Deals,0.0,1.0,0.0,0
2016-08-17 15:10:55,0.0,Investors knock on banks' doors for more callable TLAC deals,0.0,1.0,0.0,0
2016-08-17 16:01:00,0.6597,Bargain Blue Chip JPMorgan Chase Looks Poised for Dividend Growth,0.0,0.522,0.478,1
2016-08-17 16:31:00,0.0,Correction to Insider-Trading Conviction Article,0.0,1.0,0.0,0
2016-08-17 16:32:00,0.0,Former Health-Care Banker Convicted of Tipping Father on Deals -- Update,0.0,1.0,0.0,0
2016-08-17 18:54:13,0.34,[$$] Goldman Sachs: a play for the 99%,0.0,0.714,0.286,1
2016-08-17 21:46:23,0.0,How Have Equity Underwriting Deals Closed By U.S. Investment Banks Trended In The Last 5 Quarters?,0.0,1.0,0.0,0
2016-08-17 21:55:42,0.296,What Was The Share Of Major U.S. Investment Banks In Global Equity Underwriting For Q2 2016?,0.0,0.872,0.128,1
2016-08-17 22:01:34,0.0,How Much In M&A Advisory Fees Did The 5 Largest U.S. Investment Banks Generate In Q2?,0.0,1.0,0.0,0
2016-08-17 22:03:17,0.0,"Guaranty Bancorp (GBNK) Ex-Dividend Date Scheduled for August 18, 2016",0.0,1.0,0.0,0
2016-08-17 22:03:45,0.0,"Deutsche Bank AG (DXB) Ex-Dividend Date Scheduled for August 18, 2016",0.0,1.0,0.0,0
2016-08-18 02:47:00,0.0,Son''s Tips to Dad Lead to Conviction -- WSJ,0.0,1.0,0.0,0
2016-08-18 02:47:00,0.0,Son's Tips to Dad Lead to Conviction -- WSJ,0.0,1.0,0.0,0
2016-08-18 04:12:08,0.0,"JPMorgan, Citigroup Among Banks Sued in Aussie Rate-Fix Case",0.0,1.0,0.0,0
2016-08-18 09:03:25,0.0,Commodities Bear Market Begins to Splinter,0.0,1.0,0.0,0
2016-08-18 09:12:38,0.0,When Will the U.K. Feel the Brexit Effect?,0.0,1.0,0.0,0
2016-08-18 16:27:07,0.0,Morgan Stanley Activist: Could This Be a Turning Point for Banks?,0.0,1.0,0.0,0
2016-08-18 17:13:43,0.1531,[$$] The tri-party repo sector needs careful attention,0.0,0.814,0.186,1
2016-08-18 17:15:55,0.2023,Louis Moore Bacon Invests in Top Banking Companies,0.0,0.795,0.205,1
2016-08-18 18:04:00,0.0,"Think the Middle Class is Dying? Take Another Look, Says New York Fed",0.0,1.0,0.0,0
2016-08-18 19:11:02,0.0,How Have Equity Underwriting Fees For The Largest U.S. Investment Banks Changed In The Last 5 Quarters?,0.0,1.0,0.0,0
2016-08-18 19:11:10,0.0,How Much In Equity Underwriting Fees Did The 5 Largest U.S. Investment Banks Generate In Q1 2016?,0.0,1.0,0.0,0
2016-08-19 02:08:23,0.0,JPMorgan adds sukuk to emerging markets indices,0.0,1.0,0.0,0
2016-08-19 06:00:00,0.0,"JPMorgan Chase Announces Conference Calls to Review Second-Quarter, Third-Quarter and Fourth-Quarter 2017 Earnings",0.0,1.0,0.0,0
2016-08-19 06:00:00,0.4767,"JPMorgan Chase to Donate $200,000 to Aid Louisiana Flood Relief Efforts",0.0,0.763,0.237,1
2016-08-19 06:00:00,0.0,JPMorgan Chase Announces 2017 Investor Day,0.0,1.0,0.0,0
2016-08-19 12:30:00,0.5719,Employers Slowly Adopt Value-Based Health Benefit Designs,0.0,0.515,0.485,1
2016-08-19 16:33:09,-0.4588,Friday links: unintelligent e-mails,0.5,0.5,0.0,-1
2016-08-19 16:46:39,0.0,"XLF, SOCL: Big ETF Inflows",0.0,1.0,0.0,0
2016-08-19 17:40:47,0.0,"Banks, Brokerage Firms Sued for Australian Rate Rigging",0.0,1.0,0.0,0
2016-08-19 19:11:21,-0.0772,What Was The Share Of Major U.S. Investment Banks In Global Debt Origination Industry For Q2 2016?,0.127,0.761,0.112,0
2016-08-19 21:37:33,-0.4019,JPMorgan to Receive $645 Million in Deal to End WaMu Dispute,0.213,0.787,0.0,-1
2016-08-19 22:59:42,-0.2732,"JPMorgan ends WaMu disputes with FDIC, to receive $645 mln",0.189,0.811,0.0,-1
2016-08-19 23:22:01,-0.2732,"JPMorgan ends WaMu disputes with FDIC, to receive $645 million",0.189,0.811,0.0,-1
2016-08-20 04:15:04,0.0,[$$] JPMorgan settles WaMu case against FDIC,0.0,1.0,0.0,0
2016-08-20 15:59:01,0.0,[$$] Mary Ann Deignan leaves Bank of America for Lazard,0.0,1.0,0.0,0
2016-08-21 08:36:45,0.0,Egypt sees eurobond yield at 5.5-6 pct for Sept/Oct issuance,0.0,1.0,0.0,0
2016-08-21 16:33:34,0.0,Curbing Excessive Exuberance May be Premature,0.0,1.0,0.0,0
2016-08-22 11:00:00,0.0,5 Medalists Swimming Against the Tide in Financials,0.0,1.0,0.0,0
2016-08-22 11:48:54,0.0,"Early movers: MDVN, PFE, CST, ISIL, SYT, FB, VIAB, VLKAY, JPM, MAT & more",0.0,1.0,0.0,0
2016-08-22 12:44:00,0.4754,JPMorgan Chase Offers the Most Safety Among Big Banks,0.0,0.721,0.279,1
2016-08-22 13:48:40,-0.2732,JPMorgan Ends WaMu Disputes with FDIC and Deutsche Bank,0.208,0.792,0.0,-1
2016-08-22 14:00:00,0.0,Chase Launches New Online Media Center,0.0,1.0,0.0,0
2016-08-22 14:32:00,0.6249,JPMorgan Chase: 'Another Positive Legal Outcome',0.0,0.44,0.56,1
2016-08-22 17:27:00,0.34,"JPMorgan (JPM) Stock Lower, Keefe Bruyette: WaMu Settlement a 'Small Positive'",0.159,0.58,0.261,1
2016-08-22 17:43:00,0.2023,These Top Funds Are Taking Bigger Bets On Financials,0.0,0.816,0.184,1
2016-08-22 18:02:06,0.368,Buy 3 Top-Rated JP Morgan Mutual Funds Now,0.0,0.703,0.297,1
2016-08-22 18:23:00,0.5994,Better Buy: Wells Fargo & Company vs. JPMorgan,0.0,0.505,0.495,1
2016-08-22 19:24:00,-0.3612,JPMorgan Avoids $6 Billion in Mortgage Liabilities With WaMu Settlement,0.304,0.696,0.0,-1
2016-08-22 23:00:00,0.0,Cramer Remix: Stocks to own ahead of a potential rate hik...,0.0,1.0,0.0,0
2016-08-22 23:37:00,0.0,Take Your Eyes Off The Fed And Look At These Charts,0.0,1.0,0.0,0
2016-08-22 23:46:06,-0.4588,Wells Fargo (WFC) Ordered to Pay $4 Million for Illegal Student Loan Practices,0.294,0.588,0.118,-1
2016-08-23 01:28:05,0.516,Becoming a substantial holder - JP Morgan,0.0,0.409,0.591,1
2016-08-23 11:11:23,0.4215,JPM's Glassman: True U.S. Jobless Rate Around 6.5%,0.0,0.714,0.286,1
2016-08-23 11:47:31,-0.2732,The U.K.'s Risks in Delaying Brexit,0.296,0.704,0.0,-1
2016-08-23 11:59:06,-0.5106,Pond: Lower Real Rates Driven by Low Productivity,0.417,0.583,0.0,-1
2016-08-23 13:16:18,0.0,"US Banks on the Upswing, Latest Report on Citigroup and JPMorgan",0.0,1.0,0.0,0
2016-08-23 13:20:42,0.0,"Financial Sector Update for 08/23/2016: OPB, BMO, JPM, BAC, WFC, C, USB",0.0,1.0,0.0,0
2016-08-23 13:29:00,0.3818,"Chase Reinvents Luxury Credit Card Category with Sapphire Reserve, Launching Today",0.0,0.794,0.206,1
2016-08-23 13:41:19,0.5574,JPM's Santos Turns Positive on Emerging Markets,0.0,0.625,0.375,1
2016-08-23 13:54:06,0.6369,"Nasdaq Hits Record High; Best Buy, Mobileye, Monsanto Rally",0.0,0.656,0.344,1
2016-08-23 21:41:18,0.4404,Citigroup or Bank of America: Which Is a Better Buy?,0.0,0.734,0.266,1
2016-08-23 23:22:00,0.0,JPMorgan Names Ex-Hedge Fund Manager To Head Japan Stock Sales,0.0,1.0,0.0,0
2016-08-24 02:43:33,0.0,JPMorgan Hires Ex-Hedge Fund Manager to Head Japan Stock Sales,0.0,1.0,0.0,0
2016-08-24 09:48:00,0.0,Blockchain Firm R3 Files for a Patent as Fintech Race Heats Up--Update,0.0,1.0,0.0,0
2016-08-24 12:04:05,0.5994,JPMorgan Chase or Wells Fargo—Which Is a Better Bet?,0.0,0.55,0.45,1
2016-08-24 12:25:00,0.2732,J.P. Morgan Creates Executive Role to Lead Cloud Services,0.0,0.792,0.208,1
2016-08-24 13:38:00,0.2732,J.P. Morgan Creates Executive Role to Lead Cloud Services -- Update,0.0,0.826,0.174,1
2016-08-24 14:04:05,0.4767,How Does Wells Fargo Compare with JPMorgan Chase on Profitability?,0.0,0.661,0.339,1
2016-08-24 15:04:05,0.4588,Interest Rate Sensitivity: Citigroup versus Bank of America,0.0,0.7,0.3,1
2016-08-24 15:04:05,0.4588,Why Are Interest Rates Crucial to a Bank’s Margins?,0.0,0.7,0.3,1
2016-08-24 17:18:00,0.3818,JPMorgan Chase Institute’s Local Consumer Commerce Index Shows a 3.5% Decrease in Consumer Spending Growth in May 2016,0.0,0.86,0.14,1
2016-08-24 17:55:00,0.2732,"JPMorgan (JPM) Stock Up, Creates Executive Role for Cloud Services",0.0,0.811,0.189,1
2016-08-24 17:59:06,0.2732,[$$] J.P. Morgan Creates Executive Role to Lead Cloud Services,0.0,0.811,0.189,1
2016-08-24 18:43:25,0.296,What Was The Market Share Of The 5 Largest Custody Banks At The End Of Q2?,0.0,0.864,0.136,1
2016-08-24 20:31:21,0.0,"Deutsche Bank, UBS, Others Follow JPMorgan, Citi In Digital Currency",0.0,1.0,0.0,0
2016-08-24 20:45:55,-0.2023,How Risky Is Citigroup Stock?,0.31,0.69,0.0,-1
2016-08-24 22:46:51,0.3182,Bank of America Corp (BAC) Is Still a Huge Buy,0.0,0.777,0.223,1
2016-08-24 23:45:47,0.0,JPMorgan Chase Is 10 Times Bigger Than You Think It Is,0.0,1.0,0.0,0
2016-08-25 00:54:00,0.0,Six Key Charts That Tell The Market Story,0.0,1.0,0.0,0
