publication_date,compound,headline,neg,neu,pos,label
2016-07-27 13:47:50,0.0,"ExxonMobil, Statoil among firms looking to drill off Cyprus",0.0,1.0,0.0,0
2016-07-28 00:28:06,0.0772,Landmark contract signed with ExxonMobil PNG,0.0,0.794,0.206,0
2016-07-29 12:28:06,0.0,ExxonMobil Earns $1.7 Billion in Second Quarter of 2016,0.0,1.0,0.0,0
2016-07-29 12:28:08,-0.2263,Exxon misses Street 2Q forecasts,0.322,0.678,0.0,-1
2016-07-29 12:48:20,0.2023,ExxonMobil profits plunge on low oil prices,0.21,0.5,0.29,1
2016-07-29 13:20:16,0.4404,Exxon reports smallest profit since 1999,0.0,0.633,0.367,1
2016-07-29 17:23:16,-0.4404,"Weak refining profits add to woes at Exxon, Chevron",0.395,0.408,0.197,-1
2016-07-29 19:01:24,0.3818,Inventory reduction curbs U.S. economic growth; rebound expected,0.0,0.729,0.271,1
2016-07-29 20:18:59,-0.6249,"Cheaper oil sends Exxon, Chevron to worst quarter in years",0.313,0.687,0.0,-1
2016-07-29 20:34:53,0.0,"Stocks close mostly higher, helped by technology, oil",0.0,1.0,0.0,0
2016-07-29 22:59:07,0.4404,"Oil rout erodes second-quarter profits for U.S. majors Exxon, Chevron",0.0,0.756,0.244,1
2016-07-31 19:00:00,-0.3818,Malaysia Bourse May End Losing Streak,0.342,0.658,0.0,-1
2016-07-31 19:00:00,0.296,South Korea Shares May Find Traction On Monday,0.0,0.761,0.239,1
2016-07-31 20:00:00,0.4588,Bargain Hunting May Lift Singapore Shares,0.0,0.5,0.5,1
2016-07-31 21:00:00,0.0,China Stock Market Likely To Remain Rangebound,0.0,1.0,0.0,0
2016-07-31 21:15:00,0.0,Higher Open Tipped For Hong Kong Stock Market,0.0,1.0,0.0,0
2016-07-31 22:00:00,0.296,Mild Recovery Tipped For Indonesia Shares,0.0,0.694,0.306,1
2016-07-31 22:48:00,0.4019,Renewed Support Seen For Thai Stock Market,0.0,0.69,0.31,1
2016-08-01 04:45:00,-0.296,U.S. Stocks Lower as Oil Prices Skid,0.268,0.732,0.0,-1
2016-08-01 04:45:00,0.2732,Energy Sector Weighs Down U.S. Stocks,0.0,0.704,0.296,1
2016-08-01 08:56:18,0.0,Iraq's oil exports from south rose to 3.2 million bpd in July,0.0,1.0,0.0,0
2016-08-01 18:58:39,0.5106,US STOCKS-Wall St retreats from record high as energy shares fall with oil,0.0,0.719,0.281,1
2016-08-01 20:27:23,-0.0258,US STOCKS-Wall St edges lower as energy sector weighs,0.195,0.619,0.186,0
2016-08-02 12:46:00,-0.5574,Exxon Official Says a Ban on Fossil Fuel is Unrealistic,0.31,0.69,0.0,-1
2016-08-02 12:55:00,-0.5574,Exxon Official Calls Fossil Fuel Ban Unrealistic,0.375,0.625,0.0,-1
2016-08-02 13:11:03,0.5574,ExxonMobil Supports Development of Emerging Technologies at University of Texas at Austin Energy Institute,0.0,0.723,0.277,1
2016-08-04 04:05:39,0.0,U.S. states signed pact to keep Exxon climate probe confidential,0.0,1.0,0.0,0
2016-08-08 03:12:00,0.3182,Providence Resources Boosts Irish License Stake With Exxon Mobil Exit,0.0,0.796,0.204,1
2016-08-08 13:50:00,0.0,MARKET SNAPSHOT: Stocks Back Off All-time Highs As Health-care Stocks Slump,0.0,1.0,0.0,0
2016-08-10 21:16:41,-0.6908,Stocks End Lower; Shake Shack Crushed After The Close,0.528,0.472,0.0,-1
2016-08-10 23:20:39,-0.296,Stocks Down With Lower Oil Prices,0.306,0.694,0.0,-1
2016-08-11 11:15:20,-0.5719,ExxonMobil to try alternate pipeline to export Nigeria's Qua Iboe crude,0.27,0.73,0.0,-1
2016-08-11 11:36:00,0.0772,You'll Want to Own These 5 Blue-Chip Breakouts in August,0.0,0.86,0.14,0
2016-08-11 17:12:00,0.0,Exxon Mobil (XOM) Stock Climbs Alongside Oil Prices,0.0,1.0,0.0,0
2016-08-11 17:42:00,0.0,Oil Up 4% On Saudi Rhetoric,0.0,1.0,0.0,0
2016-08-11 18:41:00,-0.6369,3 Hated Dividend Stocks to Buy Now,0.457,0.543,0.0,-1
2016-08-11 19:48:13,0.0,See Which Of The Latest 13F Filers Holds Exxon Mobil,0.0,1.0,0.0,0
2016-08-11 20:36:22,-0.5719,Crude Oil Jumps 4% As Saudi Arabia Hints At Production Cap,0.27,0.73,0.0,-1
2016-08-11 22:05:00,0.0,Exxon Said to Buy Stake in Major Gas Field (XOM),0.0,1.0,0.0,0
2016-08-11 22:51:11,0.2732,"Oil Falls on Surprise Stock Build, Record Saudi Output",0.0,0.792,0.208,1
2016-08-12 13:03:00,0.0,MARKET SNAPSHOT: Stocks Slip Off Records As A Drop In Miners Offsets Energy Rally,0.138,0.724,0.138,0
2016-08-12 13:15:46,0.0,"Marathon Petroleum Corporation (MPC) Ex-Dividend Date Scheduled for August 15, 2016",0.0,1.0,0.0,0
2016-08-12 14:07:12,0.0,Eni talks to big oil about stake sale in giant Egypt gas field - sources,0.0,1.0,0.0,0
2016-08-12 15:25:36,0.2732,Returns of Integrated Energy and Refiner Stocks,0.0,0.741,0.259,1
2016-08-12 15:49:50,0.0,"Dow Movers: MSFT, XOM",0.0,1.0,0.0,0
2016-08-12 15:55:54,0.0,"The Zacks Analyst Blog Highlights: Exxon Mobil, Chevron, ConocoPhillips, Phillips 66 and HollyFrontier",0.0,1.0,0.0,0
2016-08-12 16:10:11,0.0,"Stocks Hold Up Despite Soft Retail Sales; Earnings Lift Nvidia, Acacia",0.0,1.0,0.0,0
2016-08-12 17:41:40,-0.5719,"Stock Indexes Dip, But Crude Oil And Exxon Rise",0.316,0.684,0.0,-1
2016-08-12 19:45:00,0.5106,The Top 10 Natural Gas Producers,0.0,0.482,0.518,1
2016-08-12 19:52:04,0.6705,These 2 Publicly Traded Companies Have Better Credit Ratings Than the U.S. Government,0.0,0.645,0.355,1
2016-08-12 20:04:11,-0.128,"U.S. Oil Rig Count Jumps, But Prices Continue Rally",0.158,0.842,0.0,-1
2016-08-12 20:32:08,0.4404,Chevron vs. Exxon: Which Is Better Positioned Post-Q2?,0.0,0.707,0.293,1
2016-08-13 14:02:00,0.0,5 Dividend Stocks to Put on Your Shopping List,0.0,1.0,0.0,0
2016-08-13 15:36:36,0.0516,The 5 Companies Dominating the Bakken Shale Play,0.229,0.521,0.25,0
2016-08-14 16:00:00,-0.5719,How Do Crude Oil Prices Affect Oil Stocks?,0.346,0.654,0.0,-1
2016-08-15 11:20:00,0.5574,[video]Exxon Mobil Is Ready to Re-Energize the Energy Sector,0.0,0.603,0.397,1
2016-08-15 13:21:55,0.0,"Phillips 66 (PSX) Ex-Dividend Date Scheduled for August 16, 2016",0.0,1.0,0.0,0
2016-08-15 13:21:59,0.0,"Alon USA Partners, LP (ALDW) Ex-Dividend Date Scheduled for August 16, 2016",0.0,1.0,0.0,0
2016-08-15 13:34:42,0.2732,"Energy Sector Update for 08/15/2016: BAS, XOM, CVX, COP, SLB, OXY",0.0,0.826,0.174,1
2016-08-15 15:13:12,0.0,"Bernstein Downgrades InterOil, But Continues To See Upside For Long-Term Investors",0.0,1.0,0.0,0
2016-08-15 15:40:09,0.0,"The Zacks Analyst Blog Highlights: Exxon Mobil, Chevron, Royal Dutch Shell and BP",0.0,1.0,0.0,0
2016-08-15 19:35:24,0.5106,Exxon Mobil Corporation: Pump XOM Stock for Free Money,0.0,0.708,0.292,1
2016-08-15 21:25:00,0.34,SEC Suspends Trading in OTC Stock After Value Soars to $35 Billion,0.0,0.821,0.179,1
2016-08-16 03:55:00,-0.3182,BHP Billiton Reports Worst-Ever Annual Loss,0.315,0.685,0.0,-1
2016-08-16 07:44:00,0.296,MGM Resorts To Buy Additional 4.95% Of Common Shares Of MGM China - Quick Facts,0.0,0.855,0.145,1
2016-08-16 13:11:22,0.2732,"Energy Sector Update for 08/16/2016: NOG, PE, XOM, CVX, COP, SLB, OXY",0.0,0.84,0.16,1
2016-08-16 13:21:39,0.0,"Chevron Corporation (CVX) Ex-Dividend Date Scheduled for August 17, 2016",0.0,1.0,0.0,0
2016-08-16 16:21:35,0.0,[$$] Too Big to Frack? Oil Giants Try Again to Master Technology That Revolutionized Drilling,0.0,1.0,0.0,0
2016-08-16 17:30:00,0.0,Buffett Isn't the Only One Munching on Apple,0.0,1.0,0.0,0
2016-08-16 17:39:15,-0.5719,ExxonMobil to Export Qua Iboe Crude Via Alternate Pipeline,0.316,0.684,0.0,-1
2016-08-16 18:45:00,0.0,Oil Bounce Could Lead To A Quick Pop For Producers,0.0,1.0,0.0,0
2016-08-16 19:59:00,0.0,Exxon Mobil (XOM) Stock Advances as Oil Prices Rise,0.0,1.0,0.0,0
2016-08-16 21:35:16,0.0,Oil & Gas Industry Outlook - Aug. 2016,0.0,1.0,0.0,0
2016-08-16 22:00:43,0.4588,Oil Extends Rally Even As Iran Cool To Output Freeze,0.0,0.583,0.417,1
2016-08-17 13:01:00,-0.1531,Will Exxon (XOM) Stock Be Affected by CDA Closure?,0.167,0.833,0.0,-1
2016-08-17 13:13:27,0.1779,Exxon Said to Slow Louisiana Refinery as People Escape Flood,0.0,0.841,0.159,1
2016-08-17 14:55:22,-0.4497,"Crude Oil, Gasoline Inventories Dip, but Traders Remain Cautious",0.361,0.639,0.0,-1
2016-08-17 15:38:03,0.2732,"Zacks Industry Outlook Highlights: Exxon Mobil, BP, Cimarex Energy, Cabot Oil & Gas and Range Resources",0.0,0.87,0.13,1
2016-08-17 18:37:15,0.0,Trade of the Day: Ride Oil’s Rally With VDE,0.0,1.0,0.0,0
2016-08-17 20:05:04,0.0516,"Oil Rebounds As U.S. Stockpiles Fall, But OPEC Freeze Unlikely",0.0,0.882,0.118,0
2016-08-17 21:42:13,0.0,Ride an Oil Rally With This Familiar ETF,0.0,1.0,0.0,0
2016-08-17 22:01:07,0.4767,Here's Why We Believe BP's Stock Is Worth $36 Per Share,0.0,0.687,0.313,1
2016-08-18 13:19:54,0.0,"HollyFrontier Corporation (HFC) Ex-Dividend Date Scheduled for August 19, 2016",0.0,1.0,0.0,0
2016-08-18 14:41:00,0.0,Chevron's Spending. Will Cash Flow Be Forthcoming?,0.0,1.0,0.0,0
2016-08-18 14:50:51,0.3612,Natural Gas Price Ticks Up on Smaller Inventory Addition,0.0,0.762,0.238,1
2016-08-18 18:00:00,0.5106,ExxonMobil and Georgia Tech Innovation Could Lead to Significant Cuts in Chemical Manufacturing Energy Use and Emissions,0.101,0.599,0.3,1
2016-08-18 18:01:06,0.186,"Exxon, GT find way to cut carbon emissions for chemicals -Science",0.151,0.646,0.203,1
2016-08-18 19:03:28,0.0,Vitol says Exxon Mobil lacked 'transparency' during Torrance outage,0.0,1.0,0.0,0
2016-08-18 19:17:00,0.0,Merrill upgrades oil stocks: Time to buy?,0.0,1.0,0.0,0
2016-08-18 20:57:35,-0.5719,Brent Crude Hits $50; Oklahoma Oil Bonanza Heats Up,0.316,0.684,0.0,-1
2016-08-18 21:16:39,0.2732,Performance of Companies in the Energy Sector on August 18,0.0,0.811,0.189,1
2016-08-18 22:24:07,0.743,Positive Outlook and Higher Oil Prices Help Stocks,0.0,0.488,0.512,1
2016-08-18 23:32:00,0.0,"Report : Exxon, Chevron And Hess In Joint Bid For Mexican Oil",0.0,1.0,0.0,0
2016-08-18 23:35:22,0.0,"Exxon, Chevron, Hess Said to Be in Joint Bid for Mexican Oil",0.0,1.0,0.0,0
2016-08-19 01:46:19,0.0,3 Super-Cheap iShares ETFs for Portfolio Building,0.0,1.0,0.0,0
2016-08-19 07:30:11,-0.2732,"Exxon Mobil reveals ""potentially revolutionary"" technology to cut emissions",0.208,0.792,0.0,-1
2016-08-19 09:51:05,0.4019,Notice of Meeting and Management Information Circular for Special Meeting on ExxonMobil Transaction,0.0,0.816,0.184,1
2016-08-19 10:21:07,0.5267,InterOil Highlights Value Created by ExxonMobil Transaction,0.0,0.532,0.468,1
2016-08-19 10:21:07,0.34,InterOil’s Value Enhancing Transaction with ExxonMobil Presentation,0.0,0.714,0.286,1
2016-08-19 10:41:01,0.0,Letter of Transmittal for ExxonMobil Transaction,0.0,1.0,0.0,0
2016-08-19 12:59:50,0.2732,"Energy Sector Update for 08/19/2016: XOM, CVX, COP, SLB, OXY, XLE, WMB, EPD, USO, UNG",0.0,0.87,0.13,1
2016-08-19 13:20:29,0.4019,"Mexico’s Deepwater Attracts Exxon, Chevron, Hess Partnership",0.0,0.69,0.31,1
2016-08-19 14:00:00,0.0,These Oil Majors Will Bid In Mexico’s $44B Offshore Tender,0.0,1.0,0.0,0
2016-08-19 15:38:00,-0.296,"Exxon (XOM) Stock Lower, Enters Joint Mexico Oil Bid",0.216,0.784,0.0,-1
2016-08-19 15:55:00,0.6597,Energy Companies Generating Over $1 Billion In Annual Free Cash Flow,0.0,0.625,0.375,1
2016-08-19 16:48:06,0.0,"ExxonMobil, Hess & Chevron Team Up for Mexican Oil Auction",0.0,1.0,0.0,0
2016-08-19 17:44:40,0.4588,"Oil Spikes on Bullish Storage Data, Output Freeze Hopes",0.0,0.636,0.364,1
2016-08-19 17:45:30,0.6597,Oil Prices Surging: Buy 4 Strong Momentum Energy Stocks,0.0,0.526,0.474,1
2016-08-19 19:58:28,0.0,Exxon Mobil defends handling of Torrance refinery outage,0.0,1.0,0.0,0
2016-08-19 20:01:07,0.0,"Wal-Mart, McDonald’s Weigh on DJIA Friday",0.0,1.0,0.0,0
2016-08-19 20:38:14,0.1027,Exxon touts clean tech in Olympic ads as climate pressure grows,0.236,0.571,0.193,1
2016-08-19 20:40:03,-0.5719,U.S. Crude Prices Soar 9% In Week Even As Oil Rigs Hit 6-Month High,0.222,0.778,0.0,-1
2016-08-19 20:45:00,0.4767,"ExxonMobil Contributes $500,000 to Flood Relief in Louisiana",0.0,0.693,0.307,1
2016-08-19 21:48:52,0.0,"Stock Market News for August 19, 2016",0.0,1.0,0.0,0
2016-08-19 21:57:00,0.0,"Jay Fishman, Travelers' Former CEO, Dies At 63",0.0,1.0,0.0,0
2016-08-19 22:45:08,-0.296,U.S. Market Indexes Lower on Friday,0.306,0.694,0.0,-1
2016-08-20 02:42:49,0.0,Exxon Mobil Is Significantly Overvalued,0.0,1.0,0.0,0
2016-08-21 16:33:34,0.0,Curbing Excessive Exuberance May be Premature,0.0,1.0,0.0,0
2016-08-21 23:00:00,-0.5719,$50 Crude Won’t Fuel Big Oil’s Comeback,0.381,0.619,0.0,-1
2016-08-22 07:00:01,-0.836,Anger in the Delta keeps oil majors quiet - and Nigeria's crude offline,0.497,0.503,0.0,-1
2016-08-22 13:04:27,0.0,BP’s Refining Marker Margin Sank in 2Q16,0.0,1.0,0.0,0
2016-08-22 13:04:47,0.2263,Why Is BHP Still Investing in Exploration for Petroleum Division?,0.0,0.826,0.174,1
2016-08-22 13:20:26,0.2732,"Energy Sector Update for 08/22/2016: MRO, XOM, CVX, COP, SLB, OXY",0.0,0.826,0.174,1
2016-08-22 13:50:11,0.6369,Texas energy cos. donate for Louisiana flood relief,0.0,0.536,0.464,1
2016-08-22 14:21:32,0.0,"Nasdaq Turns Up; Medivation, Syngenta, Intersil Soar On Merger News",0.0,1.0,0.0,0
2016-08-22 14:32:00,0.0,Gunzberg: Telecom sector falls when oil rises,0.0,1.0,0.0,0
2016-08-22 14:53:37,-0.128,Iraq's new oil minister sticks by demand to review foreign contracts,0.13,0.87,0.0,-1
2016-08-22 15:04:15,0.4019,BP’s Refined Products Markets: Which Zone Looks Promising?,0.0,0.722,0.278,1
2016-08-22 16:30:00,0.2263,Is ExxonMobil Actually Only Worth A Fraction Of What It Says?,0.0,0.826,0.174,1
2016-08-22 20:31:02,0.0516,Four Reasons Why An OPEC Production Freeze Is 'Highly Unlikely',0.0,0.882,0.118,0
2016-08-22 20:41:00,0.0,"Oil Search Profit Hit by Weak Prices, Dents Dividend",0.227,0.547,0.227,0
2016-08-22 21:09:41,0.4576,"After Hours Most Active for Aug 22, 2016 :  ABBV, CSCO, XOM, LDOS, AMRN, SYF, BSM, SYMC, OAS, TLT, QQQ, AMAT",0.0,0.864,0.136,1
2016-08-22 21:46:45,0.6124,Premier Dividend Growth Stocks: Is There Any Value? A Sector By Sector Summary Review - Part 1,0.0,0.706,0.294,1
2016-08-22 21:53:18,0.6124,Premiere Dividend Growth Stocks: Is There Any Value? Part 1,0.0,0.583,0.417,1
2016-08-23 00:29:15,0.0,Oil Search Says Second PNG Greenfield Project May Not Proceed,0.0,1.0,0.0,0
2016-08-23 04:29:29,0.0,PNG LNG partners look to multi-year spot cargo deals,0.0,1.0,0.0,0
2016-08-23 05:47:17,0.4939,"The Zacks Analyst Blog Highlights: Exxon Mobil, Devon Energy, Matador Resources, EOG Resources and SM Energy",0.0,0.769,0.231,1
2016-08-23 06:20:11,0.4404,Price slump hits Oil Search profit,0.0,0.633,0.367,1
2016-08-23 13:00:38,0.2732,"Energy Sector Update for 08/23/2016: CIE, XOM, CVX, COP, SLB, OXY",0.0,0.826,0.174,1
2016-08-23 15:46:54,0.0,"Dow Movers: XOM, PFE",0.0,1.0,0.0,0
2016-08-23 16:46:12,0.0,"Oil & Gas Stock Roundup: Exxon, Chevron & Hess to Bid Jointly for Mexico Drilling Rights",0.0,1.0,0.0,0
2016-08-23 16:48:35,0.0,ExxonMobil Eyes Multi-Year Spot Cargo Deals for PNG LNG,0.0,1.0,0.0,0
2016-08-23 17:00:50,0.5267,Rusoro says awarded $1.2 bln over Venezuelan seizure of gold assets,0.0,0.672,0.328,1
2016-08-23 18:18:00,-0.6369,Blame It on Rio: NBC's Olympics Coverage Fails to Garner Gold,0.366,0.634,0.0,-1
2016-08-23 18:18:00,-0.7096,Blame It on Rio: NBC's Olympics Ratings Fail to Garner Gold,0.396,0.604,0.0,-1
2016-08-23 19:53:00,0.2263,Two Underappreciated Canadian Oil Companies Worth Considering,0.0,0.759,0.241,1
2016-08-23 20:18:00,0.5859,NBC Plays Nice With Advertisers on Olympics Ratings Fall,0.0,0.593,0.407,1
2016-08-23 20:29:48,0.0772,Iran May Join OPEC Oil Freeze But Lift To Prices Doubted,0.156,0.593,0.252,0
2016-08-23 22:46:20,-0.296,"Oil Leads ETF Sectors Lower, As Utilities Resist Decline",0.216,0.784,0.0,-1
2016-08-24 00:03:51,0.0,Exxon’s Pacific Partner Sees LNG ‘Revolution’ Among Buyers,0.0,1.0,0.0,0
2016-08-24 00:03:51,0.0,Exxon’s Pacific Gas Partner Sees LNG ‘Revolution’ Among Buyers,0.0,1.0,0.0,0
2016-08-24 05:44:00,0.0,Largest Oil Companies'' Debts Hit Record High,0.0,1.0,0.0,0
2016-08-24 05:44:00,0.0,Largest Oil Companies' Debts Hit Record High,0.0,1.0,0.0,0
2016-08-24 12:46:15,0.0,Largest oil companies’ debts hit record high,0.0,1.0,0.0,0
2016-08-24 13:15:00,0.2732,Buy These 5 Energy Sector Breakouts Now,0.0,0.704,0.296,1
2016-08-24 14:55:30,-0.5719,Rising Crude Oil Inventory Stifles Prices After Volatile Week,0.316,0.684,0.0,-1
2016-08-24 15:04:05,0.0,What Is BP’s Cash Flow Strategy?,0.0,1.0,0.0,0
2016-08-24 15:39:43,0.0,Oil refiners face reprieve as maintenance tames fuel glut,0.0,1.0,0.0,0
2016-08-24 15:49:13,0.2732,"The Zacks Analyst Blog Highlights: Exxon Mobil, Chevron, Hess, Continental Resources and Valero Energy",0.0,0.861,0.139,1
2016-08-24 16:57:00,0.0,Largest Oil Companies'' Debts Hit Record High -- Update,0.0,1.0,0.0,0
2016-08-24 18:47:36,0.7964,Energy ETFs Offer Favorable Set-Up Thanks to Oil,0.0,0.382,0.618,1
2016-08-24 19:00:00,0.0,Who Is Driving Exxon Mobil's Management Team? (XOM),0.0,1.0,0.0,0
2016-08-24 19:45:46,0.6369,4 Top Oil Stocks with Winning Streaks at Earnings Season,0.0,0.574,0.426,1
2016-08-24 20:46:24,0.0,Will Apache Corporation Raise Its Dividend in 2017?,0.0,1.0,0.0,0
2016-08-24 21:09:09,0.0,"Oil Falls As Stockpiles Rise, But U.S. Production Drops",0.0,1.0,0.0,0
2016-08-24 22:18:46,-0.3612,[$$] Big Oil Companies Binge on Debt,0.294,0.706,0.0,-1
2016-08-24 23:00:01,0.4404,Pay Close Attention to What's in Your Ethical Fund,0.12,0.598,0.282,1
2016-08-25 00:54:00,0.0,Six Key Charts That Tell The Market Story,0.0,1.0,0.0,0
2016-08-25 02:48:00,-0.3612,Oil Firms Binge on Debt -- WSJ,0.294,0.706,0.0,-1
2016-08-25 08:41:54,-0.4404,"Pertamina to sign contract for Indonesia's East Natuna block with Exxon, PTTEP in Sept -official",0.172,0.828,0.0,-1
2016-08-25 13:48:46,-0.6124,PetroChina (PTR) Half-Year Profits Collapse on Crude Slump,0.466,0.338,0.196,-1
2016-08-25 14:50:05,0.3612,Natural Gas Price Dips on Small Inventory Injection,0.0,0.737,0.263,1
2016-08-25 15:04:05,0.0,BP’s Forward Valuations: A Peer Comparison,0.0,1.0,0.0,0
2016-08-25 16:50:00,0.25,Is Exxon Mobil Poised for the Next Leg Down?,0.0,0.8,0.2,1
2016-08-25 18:46:32,-0.5719,How Will Exxon Mobil's Revenue Change If Crude Oil Prices Average $50 Per Barrel Until 2018?,0.198,0.802,0.0,-1
2016-08-25 18:47:04,-0.5719,How Will Exxon Mobil's Revenue Move If Crude Oil Prices Rebound To $100 Per Barrel By 2018?,0.188,0.812,0.0,-1
2016-08-25 20:01:53,-0.34,"DJIA Dragged Lower by UnitedHealth, Nike on Thursday",0.362,0.638,0.0,-1
2016-08-25 21:07:35,-0.3182,OPEC's De Facto Leader Casts Doubt On OPEC Output Freeze,0.214,0.684,0.103,-1
2016-08-25 22:46:27,0.2732,"Energy Stocks, ETFs can Keep Surging",0.0,0.704,0.296,1
2016-08-26 12:08:00,0.7964,On BizWireTV: Big Name Brands Join Louisiana Relief Effort and a Social Experiment Finds Americans Overwhelmingly Honest,0.068,0.543,0.389,1
2016-08-26 13:20:00,0.2023,3 Top Stocks For Retirees,0.0,0.625,0.375,1
2016-08-26 13:22:55,0.0,"Tesoro Corporation (TSO) Ex-Dividend Date Scheduled for August 29, 2016",0.0,1.0,0.0,0
2016-08-26 13:46:30,-0.2755,History Never Looks Like History When You Are Living Through It,0.174,0.826,0.0,-1
2016-08-26 15:31:15,-0.5719,"U.S. Crude Slips on Supply Buildup, Fuel Stocks Rise Too",0.291,0.709,0.0,-1
2016-08-26 15:37:00,0.5106,Yellen Says Case for Rate Hikes Is Growing Stronger,0.0,0.619,0.381,1
2016-08-26 16:10:24,0.3818,"Declining inventories crimp U.S. Q2 growth, consumer spending surges",0.0,0.755,0.245,1
2016-08-26 16:28:19,0.0,"XLE, XOM, CVX, SLB: Large Inflows Detected at ETF",0.0,1.0,0.0,0
